author,text,like_count,reply_count,published_at
@theblues6889,Gua subrice dan like bang🎉,0,0,2024-03-21T17:35:35Z
@achmad123asd7,Saham 99% gorengan termasuk blue chip .  Ggrm  tlkm  unvr  tins,0,0,2024-03-21T10:54:34Z
@achmad123asd7,Sy main saham 1 thn sebelum suharto turun . Heheeee bulan ini masih main saham 10 milyar,1,1,2024-03-21T10:52:38Z
@romantissaja7615,"Menurut saya Beli saham itu sama kayak beli tanah. Beli lah tanah yg ada surat2nya dan cari tanah yg prospek daerah tersebut akan maju. Sama kyk saham, cari saham perusahaan yg produk2 perusahaan tersebut sampai kapan pun diperlukan masyarakat",14,3,2024-03-19T14:32:46Z
@bongsochanel2390,"setelah beli saham apa yang harus dilakukan...
Saham jangka panjang dan saham jangka pendek tu gimana??
Apa harus top up tiap bulan di saham yg kita beli...atau biarin aja gitu?...",0,0,2024-03-19T05:48:47Z
@sobopar4n480,"Kripto lebih gelap dari saham,",1,0,2024-03-19T05:46:46Z
@davidpohan9043,"saya baru nemu video anda , dan saya baru mainan saham indo sekitar 4 bulan yang lalu, awal maret 2024, saya sudah punya kesimpulan yang sama dgn anda soal saham indonesia,, sya punya sedikit nvidia, apple dan amazon , beli dsri luar,, ada kerasa yang beda , top",1,1,2024-03-18T21:15:04Z
@glood418,Gue umur 15 thn dan aku cewek.tpi banyak bangett pertanyaan di kepalaku sampai akhirnya aku ketemu sama orang yang bener bener tau. makasih bang🙏🏻😊,15,6,2024-03-17T07:44:06Z
@LifeLessonsyoutube,Terima kasih ilmu mahal nya bang semangat terus content nya,0,0,2024-03-16T07:57:54Z
@agiluniverse,Gue juga dah berhenti invest di saham per kemarin dan semua aset gue pindahin ke kripto🔥btw gue dah invest di saham dah bertahun2 ya,0,0,2024-03-14T21:32:58Z
@Logicpro_1000,Namanya sih ngga perlu di shere tapi mereka yang punya sedikit pengetahuan dan pernah kerja under mereka walaupun tidak secara langsung bakal tau top 5 nya siapa orang nya.dari cara bisnis nya memang ini orang memang mental yahudi wkwk clue nya sih dia nama besar,0,0,2024-03-14T12:39:40Z
@Wind.celestial9842,"Timothy menggoda banget pake baju kutang, jd salah fokus 😍",0,0,2024-03-14T09:30:27Z
@idrisefendi5153,1000% Fact,1,0,2024-03-14T03:57:27Z
@kevinferryawam6849,inisialnya belvin tannadi,0,0,2024-03-13T04:48:00Z
@akiensinarasia,Ngerriiii... Daging semua isinya,1,0,2024-03-12T08:45:28Z
@denis.setiawn,Pasar saham kebanyakan libur 🫠,0,0,2024-03-10T03:45:57Z
@trickeelast7142,UDAHLAH Bro mendingan elo berenti investasi saham yang gak ada faedahnya sama sekali buat elo sebagai penonton,0,0,2024-03-06T16:37:43Z
@malayochannel190,Baru ini Nemu yg masuk akal...sukses selalu ko...kok ya baru hari ini Nemu video ini padahal udah setahun...😢,0,0,2024-03-06T07:33:23Z
@indonesiakuhebat3561,"kata sifu LKH, dan sifu Vier abdul jamal dalam jangka pendek, bisa saja bandar bermain. tapi dalam jangka panjang, sesuai fundamental",40,0,2024-03-03T06:40:39Z
@animoxion,"Mirip judi donk. Main pingpong, taruh uang, lawan robot (slot), lawan sesama (taruhan bola).",0,1,2024-03-03T00:08:44Z
@SENOKJOSS,Yg benar beanr benar kaya dari saham ada bbrp. Pertanyaannya apa ada org yg benar benar benar kaya dari bitcoin.,3,2,2024-03-01T05:55:31Z
@xoloeivan,Belajar aja Smart Money Concept - Market Maker mentorship  itu ada di youtube the inner circle trader,0,0,2024-03-01T00:40:46Z
@dikoandara9563,Bahas juga dong sisi gelap bitcoin dan crypto koh,2,1,2024-02-26T18:45:47Z
@julmahadi1163,fakta nya bandar dan securitas yg jadi kaya,0,0,2024-02-26T17:26:25Z
@unknownunknown_person3444,"Cara kaya dri saham,follow the big guy(bandarnya,ownernya)",1,0,2024-02-25T03:13:20Z
@putusujana5848,Apakah saham indonesia masih layak untuk investasi long term ?,0,0,2024-02-24T05:17:48Z
@moyapro7700,"sama dong seperti crypto tertentu, bisa ditrack juga ?",0,0,2024-02-21T12:40:18Z
@nurhendry5464,"apa yang admin beri info adalah betul
saya dari malaysia dan menggunakan pembelian stock bursa malaysia
jika anda mempunyai wang yg banyak maka sesuai untuk bermain saham kerana jika berlaku rugi buy and buy sehingga pembelian yg rendah menjadi untung kembali dari harga tertinggi(kes untuk syarikat yg stabil jika tidak menjadi bankruft / pn17? maka 100% sudah kalah)
untuk saya tabungan seperti ASNB yg mana tidak ada kerugian dan mendapat jaminan kerajaan hanya dividen/bunga keuntungan, 90% dari pendapatan lebihan adalah di ASNB dan 5% untuk pembelian saham dan 5% lagi untuk tabungan pembelian barangan kehendak.
pembelia saham adalah sesuatu resiko yg tinggi kerana syarikat sendiri boleh mengkontrol harga belian dan jualan stock saham sendiri(untuk syarikat yg tidak ada integriti) dan jika syarikat yg stabil anda ada peluang menerima sedikit keuntungan selepas penolakan fee fee dari broker yg melahap duit anda..
cara yg terbaik adalah pembelian sedikit demi sedikit dgn harga saham keadaan jatuh dgn kadar keuntungan sedikit",3,0,2024-02-20T10:27:22Z
@bangjago2187,Bang kalu saham BCA dan BBRI gimana aman g?,0,0,2024-02-20T02:31:35Z
@wentheRik,Jaman dimana timoty masih ramah wkwk,0,0,2024-02-19T15:59:08Z
@YSwardhana,"Ownernya trs didelegasi ke ""sekelompok"" orang yuhuuuu😂😂",0,0,2024-02-19T02:38:07Z
@fitraprastowo7864,BANDAR SEMUA UDA DI ATUR,0,0,2024-02-19T00:34:23Z
@Kenziatta,Saham bukan Zero Games sebab saham punya fundamental dan harga saham akan naik jika kinerjanya bagus. Jadi bukan berarti yg cuan memgambil dsri yg loss semata2 tapi cuan kita dari harga saham yg naik.,1,2,2024-02-16T15:09:17Z
@Armandodewi,Lu pada coba aja kerja di sekuritas biar ngerti seberapa gelap nya 😅,1,0,2024-02-16T06:19:11Z
@sitinurhanah6898,Sampai akhirnya tomat main bitcoiiinn waccaaawww ayooo rameiin😂😂😂,0,0,2024-02-15T13:24:49Z
@rizkysyahrulakbar04,gw bakal jadi saksi perjalanan media video lu juga perjalanan hidup lu di investasi cryptocurrency ncek. 👑,0,0,2024-02-15T12:20:42Z
@HandrianPeiter,Gelap gulita tanpa sepercik sinar. Mesti hati - hati,0,0,2024-02-10T08:53:28Z
@fajrireynaldo5858,Sisi gelap kripto donk biar balance,1,1,2024-02-09T14:07:52Z
@zerowelding,"Belvin VVIP, Bekti Sutikna dan kawan²",0,0,2024-02-07T04:49:56Z
@pw6122,"dunia pasar modal ibarat danau ....dari dulu aku udah bilang, kita retail itu ibarat cuma jentik jentik nyamuk doank...di danau itu ada buaya, arwana, piranha..dimana kita siap di santap kapan pun sesuka hati mereka...

ketika jentik nyamuk kurang, mereka akan flexing di medsos kalau ajak kita masuk tanam modal di saham...biar cuan... tai lah.",1,1,2024-02-07T00:15:07Z
@ariftamimi,Tq,0,0,2024-02-06T17:36:54Z
@jul159,"Saham"" ipo tu yang sering dirampok bandar, 1-2 hari aja bisa naik 100%. Tapi anehnya ada aja retail yang beli di harga ya g udah naik 100% tu, begitu dibanting langsung pada marah"" hhh.",0,0,2024-02-05T13:28:35Z
@ruthanestia845,Terimakasih ko,0,0,2024-02-05T06:26:41Z
@VictorWood-d5s,"Sy sdh tua ,tapi sy sangat inspiratif mengenai edukasi ekonomi ini, tfimakasi atas penjelasannya.",2,0,2024-02-03T05:49:21Z
@nyiurmangetan9069,"Saya angkatan corona di saham, nemu video ini....jdi malas investasi saham, yg masih ada benarnya di saham itu bagi2 deviden itupun masih di moneypulasi..... itu yg saya alami angkatan covid19 😁",0,0,2024-02-01T13:55:08Z
@MahkotaKamera,Judi,0,0,2024-02-01T11:48:04Z
@fransiskusyusuf2142,"Gue sekarang beli saham yg kasi dividen rutin & gede aja, capital again ga terlalu gue pikirin, 😅",0,3,2024-02-01T06:31:13Z
@nurmanib50,Bandar saham tuh pmrintah dn penguasa,0,0,2024-01-31T17:33:42Z
@Dedyrengo,"ayo teman2 investasi ke saham Indonesia ajah. Secara tidak langsung kita udah sedikit membantu negara kita. 
Dan maju. Jgn investasi ke luar negri yuk maju indonesia",0,0,2024-01-31T14:48:10Z
@Harry-cb7fg,Tanks timm,0,0,2024-01-31T03:30:47Z
@ahmadabdullahakbar6482,Lanjut part 2 ko,0,0,2024-01-30T12:22:37Z
@ditiyoutamalestari,"Mmg benar, umumnya owner juga ikut jadi bandarnya perusahaan tsb, tapi tidak secara langsung, dia modalin tapi tercatat lewat nama pemilik lain. Itu dijadikan seperti perusahaan yg mencari profit..OJK tidak byk berperan dlm mengawasi, jangankan bursa efek, koperasi2 yg ujungnya bawa lari uang, asuransi yg bawa lari uang nasabah, OJK baru tahu setelah terjadi. Karena mentalnya masih kerja seperti di kelurahan. Byk yg perlu direformasi di lembaga keuangan di Indonesia.",0,1,2024-01-28T01:18:35Z
@Bukanchannelfarras,"Inilah kenapa gua gak percaya sama Pak Lo Khe Hong,karena beliau punya privilege dalam hal informasi A1 dibanding Investor retail pada umumnya.Kalau dia memang sehebat itu dia pasti ikut beli saham US,tapi liat dia hanya setia dengan saham dalam negeri.Karena balik lagi informasi A1.",5,3,2024-01-25T16:19:35Z
@hafidzahhumaira1580,ga bahaya tah om,0,0,2024-01-25T09:30:52Z
@foodlover3129,"*Koneksi ORANG DALAM adalah andalan segala2nya di Indonesia termasuk di bursa saham Indonesia, jauh hari sebelum hari H saham digoreng, WA Group antar ordal sekuritas dan konco2nya sudah tersebar duluan.*",0,0,2024-01-24T03:40:52Z
@yongkidarmanto1901,"kebanyakan info sesuai konteks judul nya sisi gelap dunia saham ok lah cukup menambah wawasan. tapi gw ga setuju ketika secara gamblang disebut saham itu adalah dan selalu zero sum games. ini salah dan tidak mendidik. seakan dunia saham itu totally dunia judi, semua uang yg didapat adalah karena ada orang yg kalah kehilangan uang nya. ini bisa jadi berlaku untuk penjudi2 atau trader2 yg emang saling jual beli dalam jangka pendek. itulah noise nya dunia saham yg seharusnya kita abaikan. in the long run, ada NILAI yang bertambah hasil kontribusi dari kinerja dan hasil perusahaan2 yg ada. lah saham bca yg harganya naik puluhan ribu persen dari ipo memangnya hasil dari permainan bandar dan trader2 yg jual beli doang? ya bukan, tapi karena memang kontribusi dari kinerja bagus perusahaan yang tiap tahun menghasilkan laba triliunan. kalau gue untung milyaran rupiah karena simpan saham bca, bukan karena ada orang yg kehilangan duit milyaran rupiah, tapi karena memang nilai perusahaan bertumbuh berkat kinerja nya. so jangan terlalu lebay nakut2in",0,3,2024-01-22T10:22:53Z
@zpion8447,Wkwk..setelah selesai dengerin kesimpulannya SAMPAH.,1,0,2024-01-20T05:19:37Z
@HOBIKUSPOT,ilmu bandarmology 😂😂😂 9:33,0,0,2024-01-19T10:38:39Z
@bepechannel9153,"Wan anjirrr lah si bandar , thank u brotim",0,0,2024-01-19T00:29:12Z
@Inda_rohma,coba tentng investasi emas bang,0,0,2024-01-18T19:33:36Z
@PrideBisnis,Gila sih manipulasi sistem ini wkwk tapi ya begitulah rule kehidupan saham 😅 tapi dari sini kita bisa ambil hikmahnya 😮,0,0,2024-01-18T14:07:48Z
@muhammadrijal9854,"sangat setuju dengan ini, memang awalnya pribadi percaya dengan teknikal tpi setelah tauu bandar itu lebih bermain di capital market, aku jdi lebih percaya sama fundamental sebearnya walau itu jangka panjang

sama kalo mau scalping atau trading jangka pendek, lebih mikir kira kira main bandarnya gimana yaa, bukan mikir dari sisi teknikal hahaha",9,0,2024-01-17T07:19:17Z
@zulfadlinaufalahmirdas8249,keren bang,0,0,2024-01-15T13:59:46Z
@PENA_Mistery,Keren keren terbuka pikiran😂,0,0,2024-01-14T02:33:50Z
@SanakRancak,Kalau zero same game sih menurut gw yg trader kalau kayak value investing misalnya kayak LKH itu gak lah justru bandar yang memperkaya dia karna dia jangka lama,0,1,2024-01-12T13:24:48Z
@rohmanelsy,❤❤❤,0,0,2024-01-04T07:18:27Z
@MrYana1978,"orang songong itu sebetulnya bodoh,merasa diri paling pinter,,baru punya duit sedikit,beberapa/puluhan M ,udah sombong,,",2,0,2023-12-29T21:24:12Z
@digital_50,Ini konten yg gw tunggu2,0,0,2023-12-24T03:15:04Z
@satriacinta3748,"Korban dari saham trading pasti ketawa senyum senyum SMA ngangguk"" anjay",1,0,2023-12-23T04:17:03Z
@devanpratoro2192,"G nyangka koh, umur segini pengetahuannya udh kaya jus pisang
encer
gw umur segini masih main game online... asli dipikir2 malu jadi org goblok.. hina lagi",0,0,2023-12-12T05:34:50Z
@SekejapRenung,Closing yang mantul,0,0,2023-12-10T10:43:23Z
@tatarudintatarudin815,tipenya day trading akhirnya analisanya jadi begitu,0,0,2023-11-19T17:54:23Z
@platinobudiman,"Gini gini 7:44 itu maksudnya main pingpong pake kaca itu 


Kacanya itu di tengah net gitu ya ? 

Player a vs Player b 

Kita berkaca sama diri sendiri gitu kan ? 

Tapi kita gaktau orang yang main di belakang kita itu siapa gitu ? 

Apa gimana sih",0,1,2023-11-14T02:13:22Z
@anzelotti5871,Investasi saham aja jangan trading,0,0,2023-10-26T09:50:35Z
@putuwid6354,"bang, video* sblmnya dimana tentang lu blg cara baca PER, PBV kok gaaada, ke takedown kah?",0,0,2023-10-21T13:01:48Z
@ruslanaguan3468,"Intinya, saham itu investasi atau scam",0,0,2023-10-17T05:26:09Z
@rzexbelluan,"Omonganny terbukti benar.
Contohnya goto. William tanuwijaya jual saham yg beli di harga 1 rupiah..
Gmna mau maju itu euy, manusia rakuss",2,0,2023-10-14T15:43:45Z
@dotcircle,"Right,,, pemuda pemberani",0,0,2023-07-26T23:55:02Z
@christiantotti804,thanks ko ilmunya,0,0,2023-06-28T07:24:01Z
@jdshere,"Gw tunggu bro sisi gelap kripto, gw yakin lo bakal menemukannya juga.",0,0,2023-06-27T09:27:52Z
@bustanularief9438,Keren ko. Ditunggu part2 nya,0,0,2023-06-17T12:46:28Z
@mariarambu,"mantap n kren ko
...",0,0,2023-06-16T13:04:45Z
@brodenishow,Senga tapi gw suka 😅,0,0,2023-06-10T18:02:43Z
@yereyereyereyereyere3778,Asli bahaya si ini,0,0,2023-06-05T10:10:46Z
@Winj-yv4bb,Jangan2 L*H bandar jg ?,0,1,2023-05-30T16:03:09Z
@Winj-yv4bb,Kenapa tiap d berita ownernya beli sahamnya hrga sekian. Ini memancing ritel ikut beli. Pdhl setelahnya sahamnya turun.,0,0,2023-05-30T16:01:38Z
@aalamain9517,"Niat mau ninggalin saham tapi Endingnya adalah tergantung sejago apa kalian bermain 😁

Ngga jadi deh😁 lanjut deh",1,0,2023-05-12T01:29:01Z
@benderaina5068,Boleh minta wa ko,0,0,2023-05-04T14:24:56Z
@linusatu1627,"Trus buat yg terjun ke saham, caranya terbaiknya harus gimana buat yang awam koh?",0,0,2023-05-03T07:18:20Z
@frans.nadeak,"Terima kasih Tim,
ilmu yang sangat penting ini.",3,0,2023-04-25T12:15:12Z
@apratama7256,Intinya saham itu judi !!!. Percuma belajar analisa teknikal ataupun fundamental. Kalo ujung ujung nya bandar yang mengatur.,1,1,2023-04-22T13:35:45Z
@deslimahesa7821,plagiarism 👍👍,0,0,2023-04-17T07:26:26Z
@putrianbhasyem8533,"Bismillaah.,, Saya sedang menyimak dan mengikuti biar Sy dapat mnjd Salah seorang wanita yang bs mmbuka lapangan kerjaan buat manusia lainnya.,, 

Thanks Ko @Timothy.., May Allah bless u and protect u Aameen.,,",9,0,2023-04-08T14:59:10Z
@endiendi8885,Kamu ngesaham di aplikasi apa,1,0,2023-04-08T10:51:05Z
@endiendi8885,Untuk investasi pake apk apa,1,0,2023-04-08T10:47:14Z
@erikseebastian2389,Bang bahas tentang permainan Bandar FOREX YANG LEGAL DONG PLEASE!,0,0,2023-04-07T06:57:46Z
@bbr6978,"Bang lu kan dari yg gua perhatiin punya misi untuk merubah mindset org menjadi pengusaha jangan jadi karyawan org ,,,nah tolong donk buktiin dan buat dalam satu video...yg intinya usha yg sedang abang jalaanin terus income perbulan dari tiap perusahaan ... Agar bukan hanya sekedar teori melainkan kita ada gambaran untuk praktekan apa yg lu praktekan juga 👍👍👍",0,0,2023-04-02T15:47:24Z
@adisasongko8091,"Bismillah, semoga Ko Timothy Ronald dapat hidayah masuk Islam seperti Andrew Tate (Dalam pengumumannya, dia mengungkapkan alasannya masuk Islam dengan mengatakan bahwa setiap orang Kristen yang percaya pada kebaikan dan memahami perang melawan kejahatan harus masuk Islam. )",0,0,2023-03-28T00:44:43Z
@desiloniya3144,saham bisa mc gk .??,0,0,2023-03-26T12:04:52Z
@denyaznastaramadhana7966,"Umur lu sekarang berapa sihh?? 20, 23 atau berapa?? Perasaan setiap video beda beda umur nya",0,0,2023-03-25T01:35:56Z
@aufklarung6579,wah saya gk ketemu di tempat lain,0,0,2023-03-25T01:21:38Z
@WhoIsLikeHim,"Singkatnya, investasi itu adalah permainan satu lawan satu, dengan musuh yang tak diketahui. Bisa aja dia sama2 pemula kyk lo, atau bahkan pro player.",1,0,2023-03-24T03:03:19Z
@eatmolagimain,keren,0,0,2023-03-23T08:08:51Z
@Donny.binter5801,"setuju di indonesia , marketnya g efisien , emitten masih bisa bandari sahamnya , sdh ipo dapat duit , sahamnya pun masih dbandari , beda m d usa marketny lbh efisien",0,0,2023-03-23T06:39:26Z
@jeffrymaksi1739,"Pintar penjelasannya dan clear, masuk ke sesuatu pelajari ilmunya tanpa ilmu pasti bleeding and loss",0,0,2023-03-19T02:57:03Z
@fefejing5921,ternak uangnya endingnya gmn brp? wkkw,0,0,2023-03-18T10:57:14Z
@edimaulana1506,Apakah crypto juga seperti itu,0,0,2023-03-16T14:57:09Z
@Serial_slekethep,"Sekarang banyak perusahaan yg nilai sahamnya melebihi valuasi asset realnya dan  sistem cashflow-nya banyak direkayasa mulai dari capex, opex, ebitda  oleh oknum lembaga auditor keuangan sehingga laporan keuangan tahunannya ciamik dan menghipnotis pangsa pasar saham. Tapi lihat mulai tahun 2023 akan banyak saham-saham perusahaan terkemuka akan terkoreksi jauh bahkan tumbang pada level rock bottom price.",0,0,2023-03-15T13:19:07Z
@Ibrahimtan55,Yg parah itu crypto koin micin,0,0,2023-03-14T04:41:40Z
@georgeherland3199,anjirr ngapain lu buka triknya hahahaha,0,0,2023-03-13T19:00:32Z
@GREENMAN-q6w,Lo mulai di 15 tahun....  Benar kagak🤣🤣🤣🤣😆,0,0,2023-03-13T11:40:04Z
@Inquisitive011,Bocil,0,0,2023-03-13T10:24:43Z
@idxlive,Sukses sehat selalu utk guru finance sejati pak Timothy...,5,0,2023-03-10T17:05:32Z
@davidgv5837,"Saya mundur dari Dunia Saham. Sudah 3 tahun lebih saya pelajari dan saya Action. Dan sekarang loss banyak. Intinya kagak mau tergiur isu saham naik atau kagak. Hapus Aplikasi.

Note: kecuali invest",0,0,2023-03-10T08:21:33Z
@auliamardhatillah2240,Gila emang! Sepanjang video gua mikir 'koh tim berani banget dong ya bocorin informasi begini',1,0,2023-03-07T09:53:18Z
@emagzidtechco9697,"BEI tempat legal merampok duit ritel, dg peraturan2 yg sangat2 berpihak pada bandar",0,0,2023-03-07T06:08:22Z
@kopitrader,Mantap,0,0,2023-03-06T05:17:46Z
@amingamers,"Ending yg menarik masbro. ""Tdk ada keberuntungan dalam saham, hanya ada pertarungan . Menjadi pemenang atau berakhir sebagai pecundang. Pertarungan hanya dimenangkan oleh yang berpengetahuan dan sedikit gerakan tambahan. bukan sekedar main saham dengan niat cuan. Tetap.semangat teman"" calon pemodal yang tdk berwatak feodal🖐🖐",44,2,2023-03-06T02:54:35Z
@yudiwijaya8597,"Koh bahas lagi tentang saham utk edukasi, Krn sekarang sudah menjamur dengan mudah main saham lewat aplikasi android dan web",0,0,2023-03-05T14:25:52Z
@zahfahfamily359,"Iya ya, ampe pucat gtu muke lu Koh..
Btw, lu mmg putih mah, koplak guaa! 🤔😁",0,0,2023-03-04T19:13:45Z
@okaridoai,saluut,0,0,2023-03-04T12:52:43Z
@choi_uno9919,Syarat pengen jadi bandar. Kalian harus punya uang banyak.,0,0,2023-03-02T19:36:13Z
@mobilelegendtopgameplay6044,"setuu banget sama apa yg d omongin ko timothy,bedanya kalau aku d forex mendalaminya tapi kejadiannya mirip""",0,0,2023-03-02T13:22:27Z
@ReedWanadiOfficial,"Gue kira lu udah 30 an atau 25 ke atas lah ya eh ternyata masih mudah banget. Salut bro, fundamental is the best sih menurut gue juga karena emang market itu dipengaruhi kebanyakan oleh faktor psikologis bukan data dan fakta",1,0,2023-03-02T12:51:56Z
@dvkontoru6940,Mau saham dan crypto keduanya sama owner dan dev yg memiliki keuntungan terbesar,0,0,2023-03-02T07:12:37Z
@daffinmuhammad6557,"koh timot mau tanya, koh timot ga tertarik sama forex or gold ya? kenapa klo boleh tay",0,0,2023-03-02T02:25:43Z
@hofianhorsidi8410,Penipu...nya..High.Education...karena..punya..Gelar..yg..waaaaaaah....tapi.nggak.punya.Hati.Nurani..yg.ditipu...org..yg.kurang.mengerti...Nggak..Tau..yg.Adil.dan.Kebenaran....Penipu..,0,0,2023-03-02T01:34:59Z
@teddysaja360,Lebih percaya kualitas perusahaan dalam memanage keuangan perusahaan kalau di dalam banyak tikus ya habis juga,0,0,2023-03-01T13:59:46Z
@rudyhandoko9713,"nice konten koh.. gw terpikir sedikit soal bagaimana saham itu kenapa kadang ada yg pergerakannya aneh...
jadi ngerti sekarang knp kadang org ada yg bilang kalo emitten2 tertentu ga bsa sembarangan masuk... harus ""permisi"" 
tq uda sharing",7,0,2023-03-01T13:49:33Z
@yayagunawan6758,Gimana dengan LHK siapa beliau ini,0,1,2023-03-01T07:08:57Z
@PutraPratama-wo5se,"Kalau OJK menjalankan tugasnya dengan sungguh2, bandar saham tidak akan sebebas ini. Bikin bursa ihsg lebih sehat dan kompetitif",1,0,2023-03-01T04:47:05Z
@naonbae2000,Spertinya skolahnya bukan sd impres deh... Smp nya bukan smp negeri di kampung2 deh...,0,0,2023-02-28T14:32:42Z
@naonbae2000,Bukunya dpt dri mana?.. Kan harus beli... Kecuali dpt uang lebih dari orang tua...,0,0,2023-02-28T14:31:55Z
@solomonpanjaitan5891,Waduh ini masih informasi doank.. blm ada solusi untuk jadi jagonya gimana?,0,0,2023-02-28T10:05:57Z
@bananamolen3852,Part 2 bro...... Dah jual ayam milik nenek buat beli quota....,0,0,2023-02-28T07:33:35Z
@ainthankids7310,"Mantap orang satu ini,",0,0,2023-02-28T06:44:24Z
@kyyIT7,14:52,0,0,2023-02-28T02:17:02Z
@kyyIT7,11:36 wow,0,0,2023-02-28T02:12:23Z
@opinikuDK,"Tapi jangan fullgar hati2 karena banyak orang yang ga suka ilmu yg fullgar""semoga selalu sehat dan di lindungi oleh tuhan di dlm diri lu bro tetap waspada semangat terus memberikan ilmu yg sangat membuka fikiran intelektual manusia""",20,0,2023-02-27T19:45:19Z
@opinikuDK,Ane belajar trending otodidak paham cara kerjanya tapi penjelasan ini makin membuat yakin akan keputusan untuk memilih tren makasih bro makin nambah ilmu,16,0,2023-02-27T19:36:56Z
@effendis430,"Ko sisi gelap dunia sama apakah
Dunia crypto punya sisi gelap yg sama dgn saham atau tidak ada sisi gelapnya..?",0,0,2023-02-27T16:08:59Z
@sukro783,next bang bahas rantai makanan di capital market. stay safe :),0,0,2023-02-27T05:17:48Z
@bimosakti1562,Umur 22 thn guwe masih ban nana,0,0,2023-02-26T21:16:03Z
@bingo5229,senyuman diakhir video mengisyaratkan ada sesuatu,0,0,2023-02-25T14:38:31Z
@devlinpramudita5273,Di Crypto juga kek nya gini dehh,0,0,2023-02-24T16:50:04Z
@INTJ791,"Masalahnya di platform kripto resmi indonesia yg terbatas macam indodax, bandar kripto juga ada",0,0,2023-02-24T16:02:03Z
@anjingnet888,"Saham= zero sum game, berarti saham = judi donk? Gimana dg crypto?😁😁😁",0,0,2023-02-20T15:37:26Z
@fahmijuned7635,"bang bisa tolong jelasin bandar forex main di harga, bukan yang oknum nyuruh top up",0,0,2023-02-18T09:12:24Z
@Hardi3,"Bang, maksudnya di ""guyur habis"" pas Lo mau beli saham yg tidur terus Lo gak ijin sama ownernya, maksud dari di ""guyur habis"" itu apa  ya  Bang ?",0,2,2023-02-18T02:33:15Z
@Terapisjakarta,"Anda bukan foamer ataupun scalper, dan saya tahu apa yg anda takuti dari cr***... Dan moment ini yg saya tunggu dari tahun 2020.. 
Anda mau menjala kerumunan ikan salmon ? Sebentar lagi akan ada ikan yg lebih menarik,besar, dan menguntungkan dari salmon..

Sekarang saya beralih ke nikel.. Ga ada hubungannya sama mas elon tapi kedepannya analisis gw pasti ga akan meleset.. 
Disamping itu kabar Resesi sudah ditakuti banyak orang.. Emiten dari perusahan NASI dan perusahan pangan lainnya akan terus naik.. Cuaca sedang buruk, resiko inflasi akan terus melunjak. So,,thanks bro gw suka konten² lu.. GBU",1,0,2023-02-15T02:25:27Z
@wisnuprakoso2809,Kerenn lu bang..pencerahan nya ngeri2 sedap..ditunggu video pencerahan selanjut nya👍👍,0,0,2023-02-10T15:52:55Z
@ochidplay,"maaf mau tanya, saham crypto itu termasuk judi atau bukan?",0,0,2023-02-10T07:34:29Z
@alwisantika3104,Anajaiii. . Ada yg berani bahassss😁😁😂😂,1,0,2023-02-10T02:18:37Z
@nthw2203,"bner bro, zaman skrg banyak mentor ""oknum"" yg berkedok guru, tpi sbnrnya mereka itu sales, alias agen broker yg ngambil komisi wkwkwk",0,1,2023-02-08T03:06:23Z
@MBattlegrounds,"Bener banget dan setuju banget sama video ini thanks ko, semoga investor di Indonesia lebih berpengetahuan",6,0,2023-02-05T14:03:34Z
@herrysyafiq5449,"sperti statement terakhir negara berkembang adalah hal yg lumrah,tanpa peran liquidity provider,pasar kita pasti akan sepi transaksi,clossing statement menarik dan mencerahkan",2,0,2023-02-02T06:41:00Z
@masrofitv,"Keren parah, realita. Thanks vidio nya bang... Semakin harus lebih belajar dan hati²..",1,0,2023-02-01T18:00:54Z
@KholisAbuSyauqi15,10:40,0,0,2023-01-31T14:25:35Z
@fredianriko5648,"tetep sih, mau sejago apa kalo kalah 'power' sama bandar pasti kalah",0,0,2023-01-29T13:36:45Z
@riennor1682,"Kalau kalian mau selamat di saham hanya ada 4 kuncinya
1. Gunakan uang dingin yang ga kalian butuhkan 
2. Beli saham yang baik
3. Beli di harga yang baik
4. Biar waktu kerja

Mau bandar, bandor, mandra, mandor karep. 4 mustika diatas akan bikin kalian menang in the long run.
Makanya gue invest bukan trading, swing trade,  apalagi judi scalping.",210,18,2023-01-28T06:56:09Z
@riennor1682,"Saham menjadi tidak zero sum game, jika anda melakukan deviden investing.

Karena deviden adalah real cash & money the company give to you.",0,1,2023-01-28T06:50:10Z
@johnnytiger1686,You uda cetak berapa duit di saham koq ngrasa uda berani ngajarin soal saham.?,0,0,2023-01-27T10:24:38Z
@staycoolboy2880,Saham adalah ponzi,0,1,2023-01-27T06:50:33Z
@staycoolboy2880,11:23 ITULAH PONZI,2,0,2023-01-27T06:48:16Z
@nyompowek4545,gokil. ilmu harga 5jutaan dikasih gratis di youtube. panjang umur bang..,1,0,2023-01-26T06:24:32Z
@acakchanel,Saham itu judi online wkwkwk,1,1,2023-01-21T09:52:32Z
@Paspasannnn,Siapa bandar cryopto dong,0,0,2023-01-18T07:05:55Z
@stevsmart,ya apapun usahanya di dunia pasti ada sisi gelapnya. tinggal kita sendiri mau berkecimpung di dunia mana yang cocok,2,0,2023-01-17T01:52:06Z
@josetan3808,bos...makasih banyak bos...saya bukan pemain saham tapi sangat mencerahkan....tambah lagi informasi lainnya sehingga kami kami Tidak buta finansial....sukses selalu bro,11,0,2023-01-14T13:43:08Z
