id,parent_id,author,text,like_count,reply_count,published_at,type
Ugy-hMZg0dR92PAqRAR4AaABAg,,@xoloeivan,Belajar aja Smart Money Concept - Market Maker mentorship  itu ada di youtube the inner circle trader,0,0,2024-03-01T00:40:46Z,comment
Ugx8ur6dFfJ1whIHpth4AaABAg,,@dikoandara9563,Bahas juga dong sisi gelap bitcoin dan crypto koh,2,1,2024-02-26T18:45:47Z,comment
Ugx8ur6dFfJ1whIHpth4AaABAg.A0I3hK789o5A0K9CWC0Dam,Ugx8ur6dFfJ1whIHpth4AaABAg,@HulkenEVM,Kasus ftx ada tuh,0,0,2024-02-27T14:12:21Z,reply
UgwjzI9hTSkvLxVWo-R4AaABAg,,@julmahadi1163,fakta nya bandar dan securitas yg jadi kaya,0,0,2024-02-26T17:26:25Z,comment
UgyqVipSQsmIMZDec2t4AaABAg,,@unknownunknown_person3444,"Cara kaya dri saham,follow the big guy(bandarnya,ownernya)",1,0,2024-02-25T03:13:20Z,comment
UgylBdzzSuhvspNo7tl4AaABAg,,@putusujana5848,Apakah saham indonesia masih layak untuk investasi long term ?,0,0,2024-02-24T05:17:48Z,comment
Ugzv099as-QBAL7q9Ud4AaABAg,,@moyapro7700,"sama dong seperti crypto tertentu, bisa ditrack juga ?",0,0,2024-02-21T12:40:18Z,comment
UgwmItNehOdiQwsoYwZ4AaABAg,,@nurhendry5464,"apa yang admin beri info adalah betul saya dari malaysia dan menggunakan pembelian stock bursa malaysia jika anda mempunyai wang yg banyak maka sesuai untuk bermain saham kerana jika berlaku rugi buy and buy sehingga pembelian yg rendah menjadi untung kembali dari harga tertinggi(kes untuk syarikat yg stabil jika tidak menjadi bankruft / pn17? maka 100% sudah kalah) untuk saya tabungan seperti ASNB yg mana tidak ada kerugian dan mendapat jaminan kerajaan hanya dividen/bunga keuntungan, 90% dari pendapatan lebihan adalah di ASNB dan 5% untuk pembelian saham dan 5% lagi untuk tabungan pembelian barangan kehendak. pembelia saham adalah sesuatu resiko yg tinggi kerana syarikat sendiri boleh mengkontrol harga belian dan jualan stock saham sendiri(untuk syarikat yg tidak ada integriti) dan jika syarikat yg stabil anda ada peluang menerima sedikit keuntungan selepas penolakan fee fee dari broker yg melahap duit anda.. cara yg terbaik adalah pembelian sedikit demi sedikit dgn harga saham keadaan jatuh dgn kadar keuntungan sedikit",3,0,2024-02-20T10:27:22Z,comment
Ugw07nK_a3LVpO69ov14AaABAg,,@bangjago2187,Bang kalu saham BCA dan BBRI gimana aman g?,0,0,2024-02-20T02:31:35Z,comment
UgzguyA27R_DrfMWLmx4AaABAg,,@wentheRik,Jaman dimana timoty masih ramah wkwk,0,0,2024-02-19T15:59:08Z,comment
Ugypk3qMX02wwj_3_vt4AaABAg,,@YSwardhana,"Ownernya trs didelegasi ke ""sekelompok"" orang yuhuuuu😂😂",0,0,2024-02-19T02:38:07Z,comment
UgwONtp4kRGJzz6V0Yt4AaABAg,,@fitraprastowo7864,BANDAR SEMUA UDA DI ATUR,0,0,2024-02-19T00:34:23Z,comment
UgyR6dFkVIsd9SmUz954AaABAg,,@Kenziatta,Saham bukan Zero Games sebab saham punya fundamental dan harga saham akan naik jika kinerjanya bagus. Jadi bukan berarti yg cuan memgambil dsri yg loss semata2 tapi cuan kita dari harga saham yg naik.,1,2,2024-02-16T15:09:17Z,comment
UgyR6dFkVIsd9SmUz954AaABAg.A-svyr9ZFZAA4N9cZhqeYf,UgyR6dFkVIsd9SmUz954AaABAg,@Ubiglo321,"Harga naik karena ada orang lain yang beli. Dia beli diharga yang elu jual. Dia kehilangan uang, elu dapet cuan.  ZERO SUM GAME",1,0,2024-06-07T04:19:21Z,reply
UgyR6dFkVIsd9SmUz954AaABAg.A-svyr9ZFZAAFNsUc5KwpF,UgyR6dFkVIsd9SmUz954AaABAg,@salman_lq,@Ubiglo321 jadi salah kalo dapat cuan bang? wkwk,0,0,2025-03-07T20:45:24Z,reply
UgwrHhvkdKigRKz04F14AaABAg,,@Armandodewi,Lu pada coba aja kerja di sekuritas biar ngerti seberapa gelap nya 😅,1,0,2024-02-16T06:19:11Z,comment
UgzPB7S8tgra13nqDZd4AaABAg,,@sitinurhanah6898,Sampai akhirnya tomat main bitcoiiinn waccaaawww ayooo rameiin😂😂😂,0,0,2024-02-15T13:24:49Z,comment
UgxxHLCYsZvUWrxzDdR4AaABAg,,@rizkysyahrulakbar04,gw bakal jadi saksi perjalanan media video lu juga perjalanan hidup lu di investasi cryptocurrency ncek. 👑,0,0,2024-02-15T12:20:42Z,comment
UgyVVmv3TC-ZobSz8oF4AaABAg,,@HandrianPeiter,Gelap gulita tanpa sepercik sinar. Mesti hati - hati,0,0,2024-02-10T08:53:28Z,comment
Ugy8qQcdd_p_z-FCZIN4AaABAg,,@fajrireynaldo5858,Sisi gelap kripto donk biar balance,1,1,2024-02-09T14:07:52Z,comment
Ugy8qQcdd_p_z-FCZIN4AaABAg.A-anNzK43faA3K9afY9vJS,Ugy8qQcdd_p_z-FCZIN4AaABAg,@greatestzagip,gaada,0,0,2024-05-12T03:49:58Z,reply
UgybjgbqOA50O3iZcE94AaABAg,,@zerowelding,"Belvin VVIP, Bekti Sutikna dan kawan²",0,0,2024-02-07T04:49:56Z,comment
UgxKxL3ApIpjm4o_PAR4AaABAg,,@pw6122,"dunia pasar modal ibarat danau ....dari dulu aku udah bilang, kita retail itu ibarat cuma jentik jentik nyamuk doank...di danau itu ada buaya, arwana, piranha..dimana kita siap di santap kapan pun sesuka hati mereka...  ketika jentik nyamuk kurang, mereka akan flexing di medsos kalau ajak kita masuk tanam modal di saham...biar cuan... tai lah.",1,1,2024-02-07T00:15:07Z,comment
UgxKxL3ApIpjm4o_PAR4AaABAg.A-V9UueBI8dA-xsL_CjjwG,UgxKxL3ApIpjm4o_PAR4AaABAg,@wibiahoy9257,Bener banget emg gtu cara main nya 😂 wawasan makin terbuka kalo liat video2 begini,0,0,2024-02-18T13:13:46Z,reply
UgzMAbd-vsJSsgBy0t94AaABAg,,@ariftamimi,Tq,0,0,2024-02-06T17:36:54Z,comment
UgzO4FWYvaVtMNGuigx4AaABAg,,@jul159,"Saham"" ipo tu yang sering dirampok bandar, 1-2 hari aja bisa naik 100%. Tapi anehnya ada aja retail yang beli di harga ya g udah naik 100% tu, begitu dibanting langsung pada marah"" hhh.",0,0,2024-02-05T13:28:35Z,comment
Ugy6K6fz6xgrtlMqU1x4AaABAg,,@ruthanestia845,Terimakasih ko,0,0,2024-02-05T06:26:41Z,comment
UgxYf7hkcMszTz1VqZN4AaABAg,,@VictorWood-d5s,"Sy sdh tua ,tapi sy sangat inspiratif mengenai edukasi ekonomi ini, tfimakasi atas penjelasannya.",2,0,2024-02-03T05:49:21Z,comment
UgweraHfaGpQiQPWtDl4AaABAg,,@nyiurmangetan9069,"Saya angkatan corona di saham, nemu video ini....jdi malas investasi saham, yg masih ada benarnya di saham itu bagi2 deviden itupun masih di moneypulasi..... itu yg saya alami angkatan covid19 😁",0,0,2024-02-01T13:55:08Z,comment
UgzYdRq9bPl9ESDY3Kx4AaABAg,,@MahkotaKamera,Judi,0,0,2024-02-01T11:48:04Z,comment
Ugxb65ZdxvOdkWmKikl4AaABAg,,@fransiskusyusuf2142,"Gue sekarang beli saham yg kasi dividen rutin & gede aja, capital again ga terlalu gue pikirin, 😅",0,3,2024-02-01T06:31:13Z,comment
Ugxb65ZdxvOdkWmKikl4AaABAg.A-GNlORwweyA0K9sqFPOnp,Ugxb65ZdxvOdkWmKikl4AaABAg,@ragilwibowo7540,Saham apa tu bang?,0,0,2024-02-27T14:18:16Z,reply
Ugxb65ZdxvOdkWmKikl4AaABAg.A-GNlORwweyA0KBdGnuty4,Ugxb65ZdxvOdkWmKikl4AaABAg,@fransiskusyusuf2142,"@ragilwibowo7540 untuk sekarang emiten sawit gue mah, karna harga sawit naik terus, PNGO, SGRO, sama SMAR",0,0,2024-02-27T14:33:37Z,reply
Ugxb65ZdxvOdkWmKikl4AaABAg.A-GNlORwweyA3ClPx2erFQ,Ugxb65ZdxvOdkWmKikl4AaABAg,@acevy0x481,"@fransiskusyusuf2142 LSIP punya salim diem bae T.T padahal funda bagus, kemarin CPO juga naek",0,0,2024-05-09T06:55:14Z,reply
UgyqP3gW2dWpj7K-NVR4AaABAg,,@nurmanib50,Bandar saham tuh pmrintah dn penguasa,0,0,2024-01-31T17:33:42Z,comment
UgxJcAX4_OP5fw_7YiN4AaABAg,,@Dedyrengo,ayo teman2 investasi ke saham Indonesia ajah. Secara tidak langsung kita udah sedikit membantu negara kita.  Dan maju. Jgn investasi ke luar negri yuk maju indonesia,0,0,2024-01-31T14:48:10Z,comment
UgyEXLyaWiY0cs26nel4AaABAg,,@Harry-cb7fg,Tanks timm,0,0,2024-01-31T03:30:47Z,comment
Ugz_MTs82ba29u7eUwd4AaABAg,,@ahmadabdullahakbar6482,Lanjut part 2 ko,0,0,2024-01-30T12:22:37Z,comment
UgyiPWT6pLYDV1UjlH94AaABAg,,@ditiyoutamalestari,"Mmg benar, umumnya owner juga ikut jadi bandarnya perusahaan tsb, tapi tidak secara langsung, dia modalin tapi tercatat lewat nama pemilik lain. Itu dijadikan seperti perusahaan yg mencari profit..OJK tidak byk berperan dlm mengawasi, jangankan bursa efek, koperasi2 yg ujungnya bawa lari uang, asuransi yg bawa lari uang nasabah, OJK baru tahu setelah terjadi. Karena mentalnya masih kerja seperti di kelurahan. Byk yg perlu direformasi di lembaga keuangan di Indonesia.",0,1,2024-01-28T01:18:35Z,comment
UgyiPWT6pLYDV1UjlH94AaABAg.A-5Wo4NdAVLA-xsYpFXMo4,UgyiPWT6pLYDV1UjlH94AaABAg,@wibiahoy9257,Contoh nya yg paling nampak goto owner nya jualan saham sampe minus berjilid2😂,0,0,2024-02-18T13:15:34Z,reply
UgwkaKQXbNUbbY4D41F4AaABAg,,@Bukanchannelfarras,"Inilah kenapa gua gak percaya sama Pak Lo Khe Hong,karena beliau punya privilege dalam hal informasi A1 dibanding Investor retail pada umumnya.Kalau dia memang sehebat itu dia pasti ikut beli saham US,tapi liat dia hanya setia dengan saham dalam negeri.Karena balik lagi informasi A1.",5,3,2024-01-25T16:19:35Z,comment
UgwkaKQXbNUbbY4D41F4AaABAg.A--PXbXDLtcA-xsfS6wzTz,UgwkaKQXbNUbbY4D41F4AaABAg,@wibiahoy9257,Dulu saya fans nya lo keng Hong tapi belum lama ini juga menyadari hal yg sama😂,1,0,2024-02-18T13:16:37Z,reply
UgwkaKQXbNUbbY4D41F4AaABAg.A--PXbXDLtcA00w5ACS12v,UgwkaKQXbNUbbY4D41F4AaABAg,@gotourbali6519,Tulll sekali,1,0,2024-02-20T03:03:27Z,reply
UgwkaKQXbNUbbY4D41F4AaABAg.A--PXbXDLtcA3ClnDvzJA-,UgwkaKQXbNUbbY4D41F4AaABAg,@acevy0x481,"Saya juga sempat fanatik sama Bennix, ternyata meski jadi ketua kultus nolan dan pujaan bocil crypto, he truly spits the fact! Saya baru main saham 3 bulan aja ngerasa BEI saat ini mau full analisa fundamental pun bakal ada permainan bandar juga terkait sentimen-sentimen yang berterbangan. Entah ya zaman Pak LKH gimana.",0,0,2024-05-09T06:58:33Z,reply
UgzAMs5OQUDrAWy0SKR4AaABAg,,@hafidzahhumaira1580,ga bahaya tah om,0,0,2024-01-25T09:30:52Z,comment
Ugz2mskvoKlzkIH462V4AaABAg,,@foodlover3129,"*Koneksi ORANG DALAM adalah andalan segala2nya di Indonesia termasuk di bursa saham Indonesia, jauh hari sebelum hari H saham digoreng, WA Group antar ordal sekuritas dan konco2nya sudah tersebar duluan.*",0,0,2024-01-24T03:40:52Z,comment
UgwIAKt3f1HCLyJuuT54AaABAg,,@yongkidarmanto1901,"kebanyakan info sesuai konteks judul nya sisi gelap dunia saham ok lah cukup menambah wawasan. tapi gw ga setuju ketika secara gamblang disebut saham itu adalah dan selalu zero sum games. ini salah dan tidak mendidik. seakan dunia saham itu totally dunia judi, semua uang yg didapat adalah karena ada orang yg kalah kehilangan uang nya. ini bisa jadi berlaku untuk penjudi2 atau trader2 yg emang saling jual beli dalam jangka pendek. itulah noise nya dunia saham yg seharusnya kita abaikan. in the long run, ada NILAI yang bertambah hasil kontribusi dari kinerja dan hasil perusahaan2 yg ada. lah saham bca yg harganya naik puluhan ribu persen dari ipo memangnya hasil dari permainan bandar dan trader2 yg jual beli doang? ya bukan, tapi karena memang kontribusi dari kinerja bagus perusahaan yang tiap tahun menghasilkan laba triliunan. kalau gue untung milyaran rupiah karena simpan saham bca, bukan karena ada orang yg kehilangan duit milyaran rupiah, tapi karena memang nilai perusahaan bertumbuh berkat kinerja nya. so jangan terlalu lebay nakut2in",0,3,2024-01-22T10:22:53Z,comment
UgwIAKt3f1HCLyJuuT54AaABAg.9zs2KOCWPfrA-xsxg3yQiS,UgwIAKt3f1HCLyJuuT54AaABAg,@wibiahoy9257,Emg nya harga naik karna perusahan perusahan nya ga buang duit juga? Tetap aja anda untung perusahan nya rugi dan perusahan itu orang Jadi sama aja kalo ada orang untung ada orang rugi,0,0,2024-02-18T13:19:06Z,reply
UgwIAKt3f1HCLyJuuT54AaABAg.9zs2KOCWPfrA-xuMSqA-wz,UgwIAKt3f1HCLyJuuT54AaABAg,@yongkidarmanto1901,"@wibiahoy9257 sy untung pegang saham bca dalam 5 tahun terakhir. Apakah bca pernah rugi dalam 5 tahun terakhir? Yg terjadi bca selalu labanya bertumbuh. Artinya perusahaan untung, saya sbg pemegang saham juga untung. Kok gimana logikanya perusahaan rugi kalo sy untung dr sahamnya? 😅",0,0,2024-02-18T13:31:22Z,reply
UgwIAKt3f1HCLyJuuT54AaABAg.9zs2KOCWPfrA-yKmtEeDzG,UgwIAKt3f1HCLyJuuT54AaABAg,@yongkidarmanto1901,"@wibiahoy9257 saya pegang saham bca dalam 5 tahun ini dan untung. apakah bca rugi karena saya untung dari sahamnya? bca selalu labanya tumbuh dan untung besar dalam kurun waktu 5 tahun tersebut, sebagian keuntungan nya itulah yg kita dapat juga sebagai pemegang saham bca. gimana logikanya ada orang atau perusahaan yg rugi kalo saya untungi?  saya untung dan perusahaan nya juga untung. ga ada yg rugi tuh disini, sama2 untung. so it's not a zero sum game",0,0,2024-02-18T17:31:03Z,reply
UgxQ7ZEBRXOdO8GonOJ4AaABAg,,@zpion8447,Wkwk..setelah selesai dengerin kesimpulannya SAMPAH.,1,0,2024-01-20T05:19:37Z,comment
Ugz6rIO3R-XgoHZSxQB4AaABAg,,@HOBIKUSPOT,ilmu bandarmology 😂😂😂 9:33,0,0,2024-01-19T10:38:39Z,comment
UgzGsS-S5riDD7yNrvV4AaABAg,,@bepechannel9153,"Wan anjirrr lah si bandar , thank u brotim",0,0,2024-01-19T00:29:12Z,comment
UgxE66Em0LGt5XxV-B14AaABAg,,@Inda_rohma,coba tentng investasi emas bang,0,0,2024-01-18T19:33:36Z,comment
UgwJE0vhDY1RRgdjMuJ4AaABAg,,@PrideBisnis,Gila sih manipulasi sistem ini wkwk tapi ya begitulah rule kehidupan saham 😅 tapi dari sini kita bisa ambil hikmahnya 😮,0,0,2024-01-18T14:07:48Z,comment
UgytfaabbJ2m7tWblFh4AaABAg,,@muhammadrijal9854,"sangat setuju dengan ini, memang awalnya pribadi percaya dengan teknikal tpi setelah tauu bandar itu lebih bermain di capital market, aku jdi lebih percaya sama fundamental sebearnya walau itu jangka panjang  sama kalo mau scalping atau trading jangka pendek, lebih mikir kira kira main bandarnya gimana yaa, bukan mikir dari sisi teknikal hahaha",9,0,2024-01-17T07:19:17Z,comment
Ugz5i_ltNsb0zmywqod4AaABAg,,@zulfadlinaufalahmirdas8249,keren bang,0,0,2024-01-15T13:59:46Z,comment
UgzF7oV7alyIbcFZoRp4AaABAg,,@PENA_Mistery,Keren keren terbuka pikiran😂,0,0,2024-01-14T02:33:50Z,comment
UgwedMwmOlPf_lJJ5kl4AaABAg,,@SanakRancak,Kalau zero same game sih menurut gw yg trader kalau kayak value investing misalnya kayak LKH itu gak lah justru bandar yang memperkaya dia karna dia jangka lama,0,1,2024-01-12T13:24:48Z,comment
UgwedMwmOlPf_lJJ5kl4AaABAg.9zTcC2QbvyDA-xtAb2N4aK,UgwedMwmOlPf_lJJ5kl4AaABAg,@wibiahoy9257,"Kan perusahan nya juga hilang duit nya biar situ untung, dan perusahan itu di belakang nya manusia (orang) jadi tetap aja ada yg untung ada yg rugi",0,0,2024-02-18T13:21:00Z,reply
UgyhdNvfX1Tw0MyDVFN4AaABAg,,@rohmanelsy,❤❤❤,0,0,2024-01-04T07:18:27Z,comment
UgxGlk-o6eYlb3zEmiZ4AaABAg,,@MrYana1978,"orang songong itu sebetulnya bodoh,merasa diri paling pinter,,baru punya duit sedikit,beberapa/puluhan M ,udah sombong,,",2,0,2023-12-29T21:24:12Z,comment
Ugyi32m4pdCYyu1Bgq94AaABAg,,@digital_50,Ini konten yg gw tunggu2,0,0,2023-12-24T03:15:04Z,comment
UgwC3eHil6z7Gk17QCR4AaABAg,,@satriacinta3748,"Korban dari saham trading pasti ketawa senyum senyum SMA ngangguk"" anjay",1,0,2023-12-23T04:17:03Z,comment
Ugwkw0tCwczCFapLi8x4AaABAg,,@devanpratoro2192,"G nyangka koh, umur segini pengetahuannya udh kaya jus pisang encer gw umur segini masih main game online... asli dipikir2 malu jadi org goblok.. hina lagi",0,0,2023-12-12T05:34:50Z,comment
Ugwpa2BoE9k5BDaaFZ14AaABAg,,@SekejapRenung,Closing yang mantul,0,0,2023-12-10T10:43:23Z,comment
Ugx8D8OF5qoYjH1K6_94AaABAg,,@tatarudintatarudin815,tipenya day trading akhirnya analisanya jadi begitu,0,0,2023-11-19T17:54:23Z,comment
UgwHYtk73yjqmrL-6MR4AaABAg,,@platinobudiman,Gini gini 7:44 itu maksudnya main pingpong pake kaca itu    Kacanya itu di tengah net gitu ya ?   Player a vs Player b   Kita berkaca sama diri sendiri gitu kan ?   Tapi kita gaktau orang yang main di belakang kita itu siapa gitu ?   Apa gimana sih,0,1,2023-11-14T02:13:22Z,comment
UgwHYtk73yjqmrL-6MR4AaABAg.9x4VSi1VLL19yerSadHNbn,UgwHYtk73yjqmrL-6MR4AaABAg,@PADLI_MTD,"yap betul bang...ibaratnya lawan kita tuh bisa liat kita di balik kaca tersebut, tapi kita gak bisa liat balik siapa lawan kita yang di balik kaca tersebut...kayak kaca 1 arah",0,0,2023-12-23T10:57:38Z,reply
UgwY4zvez4abL4ku75h4AaABAg,,@anzelotti5871,Investasi saham aja jangan trading,0,0,2023-10-26T09:50:35Z,comment
UgyE9Wvmpa8fdI3RZz14AaABAg,,@putuwid6354,"bang, video* sblmnya dimana tentang lu blg cara baca PER, PBV kok gaaada, ke takedown kah?",0,0,2023-10-21T13:01:48Z,comment
UgyXYIHxYdXbaOedIGV4AaABAg,,@ruslanaguan3468,"Intinya, saham itu investasi atau scam",0,0,2023-10-17T05:26:09Z,comment
UgxzU-vYPJUMxiZj_514AaABAg,,@rzexbelluan,"Omonganny terbukti benar. Contohnya goto. William tanuwijaya jual saham yg beli di harga 1 rupiah.. Gmna mau maju itu euy, manusia rakuss",2,0,2023-10-14T15:43:45Z,comment
UgyCto-O7wZm44pKG4x4AaABAg,,@dotcircle,"Right,,, pemuda pemberani",0,0,2023-07-26T23:55:02Z,comment
UgyqgSkxDMPWYQgy6N94AaABAg,,@christiantotti804,thanks ko ilmunya,0,0,2023-06-28T07:24:01Z,comment
Ugzv2V9f9WFLomS1f6B4AaABAg,,@jdshere,"Gw tunggu bro sisi gelap kripto, gw yakin lo bakal menemukannya juga.",0,0,2023-06-27T09:27:52Z,comment
UgwSlQPYyiv9opFlIpt4AaABAg,,@bustanularief9438,Keren ko. Ditunggu part2 nya,0,0,2023-06-17T12:46:28Z,comment
UgyxCtmlLEdfOCA92hh4AaABAg,,@mariarambu,mantap n kren ko ...,0,0,2023-06-16T13:04:45Z,comment
UgwIFV7zU2yRkynxZy14AaABAg,,@brodenishow,Senga tapi gw suka 😅,0,0,2023-06-10T18:02:43Z,comment
Ugxis_0ckNBTKrxHFsJ4AaABAg,,@yereyereyereyereyere3778,Asli bahaya si ini,0,0,2023-06-05T10:10:46Z,comment
Ugx3oVWW0sHv0cGRBd54AaABAg,,@Winj-yv4bb,Jangan2 L*H bandar jg ?,0,1,2023-05-30T16:03:09Z,comment
Ugx3oVWW0sHv0cGRBd54AaABAg.9qLOs7sFzbKA-xtTvs5fTn,Ugx3oVWW0sHv0cGRBd54AaABAg,@wibiahoy9257,Sudah pasti karna dia pasti banyak informasi dari orang dalam (sebelum muncul di rti dia dah tau dluan) 😂,0,0,2024-02-18T13:23:39Z,reply
UgzEoyLmBI_o-odtGax4AaABAg,,@Winj-yv4bb,Kenapa tiap d berita ownernya beli sahamnya hrga sekian. Ini memancing ritel ikut beli. Pdhl setelahnya sahamnya turun.,0,0,2023-05-30T16:01:38Z,comment
Ugyge_w8uILd-JOXsNt4AaABAg,,@aalamain9517,Niat mau ninggalin saham tapi Endingnya adalah tergantung sejago apa kalian bermain 😁  Ngga jadi deh😁 lanjut deh,1,0,2023-05-12T01:29:01Z,comment
Ugx5BQ9tSSd6ACAFHK14AaABAg,,@benderaina5068,Boleh minta wa ko,0,0,2023-05-04T14:24:56Z,comment
UgxsPYzjG_RsRp7lJ8Z4AaABAg,,@linusatu1627,"Trus buat yg terjun ke saham, caranya terbaiknya harus gimana buat yang awam koh?",0,0,2023-05-03T07:18:20Z,comment
Ugyd855YuUtaPDqz0V54AaABAg,,@frans.nadeak,"Terima kasih Tim, ilmu yang sangat penting ini.",3,0,2023-04-25T12:15:12Z,comment
UgwRJhmJe_-G_f0t9ip4AaABAg,,@apratama7256,Intinya saham itu judi !!!. Percuma belajar analisa teknikal ataupun fundamental. Kalo ujung ujung nya bandar yang mengatur.,1,1,2023-04-22T13:35:45Z,comment
UgwRJhmJe_-G_f0t9ip4AaABAg.9ooHnJvNU-N9wKOiNx33WL,UgwRJhmJe_-G_f0t9ip4AaABAg,@anzelotti5871,Bisa bro kalo blue chip aman,0,0,2023-10-26T09:50:56Z,reply
Ugy06N_RqoKHOoSYaKh4AaABAg,,@deslimahesa7821,plagiarism 👍👍,0,0,2023-04-17T07:26:26Z,comment
Ugx-jvsxKUePM5f8Fop4AaABAg,,@putrianbhasyem8533,"Bismillaah.,, Saya sedang menyimak dan mengikuti biar Sy dapat mnjd Salah seorang wanita yang bs mmbuka lapangan kerjaan buat manusia lainnya.,,   Thanks Ko @Timothy.., May Allah bless u and protect u Aameen.,,",9,0,2023-04-08T14:59:10Z,comment
UgwwsjAKhCN79n77b1Z4AaABAg,,@endiendi8885,Kamu ngesaham di aplikasi apa,1,0,2023-04-08T10:51:05Z,comment
UgyHgJu7Pc1TmXjvJGR4AaABAg,,@endiendi8885,Untuk investasi pake apk apa,1,0,2023-04-08T10:47:14Z,comment
UgyJA8353kdPbzfWKI14AaABAg,,@erikseebastian2389,Bang bahas tentang permainan Bandar FOREX YANG LEGAL DONG PLEASE!,0,0,2023-04-07T06:57:46Z,comment
UgwuxIwPnPuWlhGhhuJ4AaABAg,,@bbr6978,"Bang lu kan dari yg gua perhatiin punya misi untuk merubah mindset org menjadi pengusaha jangan jadi karyawan org ,,,nah tolong donk buktiin dan buat dalam satu video...yg intinya usha yg sedang abang jalaanin terus income perbulan dari tiap perusahaan ... Agar bukan hanya sekedar teori melainkan kita ada gambaran untuk praktekan apa yg lu praktekan juga 👍👍👍",0,0,2023-04-02T15:47:24Z,comment
UgzKd6J6IsVaMsp_MHd4AaABAg,,@adisasongko8091,"Bismillah, semoga Ko Timothy Ronald dapat hidayah masuk Islam seperti Andrew Tate (Dalam pengumumannya, dia mengungkapkan alasannya masuk Islam dengan mengatakan bahwa setiap orang Kristen yang percaya pada kebaikan dan memahami perang melawan kejahatan harus masuk Islam. )",0,0,2023-03-28T00:44:43Z,comment
Ugw7ebAvaIC9-eTGgZh4AaABAg,,@desiloniya3144,saham bisa mc gk .??,0,0,2023-03-26T12:04:52Z,comment
Ugz8DmIuDJXRFPcCRyV4AaABAg,,@denyaznastaramadhana7966,"Umur lu sekarang berapa sihh?? 20, 23 atau berapa?? Perasaan setiap video beda beda umur nya",0,0,2023-03-25T01:35:56Z,comment
UgyAj5-YADrkbrl2D3B4AaABAg,,@aufklarung6579,wah saya gk ketemu di tempat lain,0,0,2023-03-25T01:21:38Z,comment
Ugx_z8XnpViRA3Ww2el4AaABAg,,@WhoIsLikeHim,"Singkatnya, investasi itu adalah permainan satu lawan satu, dengan musuh yang tak diketahui. Bisa aja dia sama2 pemula kyk lo, atau bahkan pro player.",1,0,2023-03-24T03:03:19Z,comment
UgzS_eHcIWecRgCVUHN4AaABAg,,@eatmolagimain,keren,0,0,2023-03-23T08:08:51Z,comment
Ugwg7rfP3tOkWdeVLTh4AaABAg,,@Donny.binter5801,"setuju di indonesia , marketnya g efisien , emitten masih bisa bandari sahamnya , sdh ipo dapat duit , sahamnya pun masih dbandari , beda m d usa marketny lbh efisien",0,0,2023-03-23T06:39:26Z,comment
UgzOlMYO6lbYsWIehlJ4AaABAg,,@jeffrymaksi1739,"Pintar penjelasannya dan clear, masuk ke sesuatu pelajari ilmunya tanpa ilmu pasti bleeding and loss",0,0,2023-03-19T02:57:03Z,comment
UgzaMvS--Y5o2uE9Po94AaABAg,,@fefejing5921,ternak uangnya endingnya gmn brp? wkkw,0,0,2023-03-18T10:57:14Z,comment
UgyDlGiIBuQVbYXYbkN4AaABAg,,@edimaulana1506,Apakah crypto juga seperti itu,0,0,2023-03-16T14:57:09Z,comment
UgwzmjVgn6CsSK5_naF4AaABAg,,@Serial_slekethep,"Sekarang banyak perusahaan yg nilai sahamnya melebihi valuasi asset realnya dan  sistem cashflow-nya banyak direkayasa mulai dari capex, opex, ebitda  oleh oknum lembaga auditor keuangan sehingga laporan keuangan tahunannya ciamik dan menghipnotis pangsa pasar saham. Tapi lihat mulai tahun 2023 akan banyak saham-saham perusahaan terkemuka akan terkoreksi jauh bahkan tumbang pada level rock bottom price.",0,0,2023-03-15T13:19:07Z,comment
UgzS0Fb0nTYxFka6zP14AaABAg,,@Ibrahimtan55,Yg parah itu crypto koin micin,0,0,2023-03-14T04:41:40Z,comment
UgzGOibjV_FmXIiST9N4AaABAg,,@georgeherland3199,anjirr ngapain lu buka triknya hahahaha,0,0,2023-03-13T19:00:32Z,comment
Ugz09kfsbOVLVTBIO654AaABAg,,@GREENMAN-q6w,Lo mulai di 15 tahun....  Benar kagak🤣🤣🤣🤣😆,0,0,2023-03-13T11:40:04Z,comment
UgwwScLJj2vAsrjUwxZ4AaABAg,,@Inquisitive011,Bocil,0,0,2023-03-13T10:24:43Z,comment
Ugx_Y86swVMLDzO7wXp4AaABAg,,@idxlive,Sukses sehat selalu utk guru finance sejati pak Timothy...,5,0,2023-03-10T17:05:32Z,comment
Ugy6bFVBGwTKbBRImoN4AaABAg,,@davidgv5837,Saya mundur dari Dunia Saham. Sudah 3 tahun lebih saya pelajari dan saya Action. Dan sekarang loss banyak. Intinya kagak mau tergiur isu saham naik atau kagak. Hapus Aplikasi.  Note: kecuali invest,0,0,2023-03-10T08:21:33Z,comment
UgxC00V9vb5oQmX1mKV4AaABAg,,@auliamardhatillah2240,Gila emang! Sepanjang video gua mikir 'koh tim berani banget dong ya bocorin informasi begini',1,0,2023-03-07T09:53:18Z,comment
UgzBonrdveKoNaTF2U94AaABAg,,@emagzidtechco9697,"BEI tempat legal merampok duit ritel, dg peraturan2 yg sangat2 berpihak pada bandar",0,0,2023-03-07T06:08:22Z,comment
UgzT_Xo-6b71f8M6j8N4AaABAg,,@kopitrader,Mantap,0,0,2023-03-06T05:17:46Z,comment
